lat,lon,co,gas,temp
2.925340509334203,101.64186097827847,134,214,0.0
2.925340509334203,101.64186097827847,134,214,0.0
2.925340509334203,101.64186097827847,134,207,0.0
2.925340509334203,101.64186097827847,134,207,0.0
2.925340509334203,101.64186097827847,132,198,0.0
2.925340509334203,101.64186097827847,134,196,0.0
2.925340509334203,101.64186097827847,132,193,0.0
2.925340509334203,101.64186097827847,132,193,0.0
2.925340509334203,101.64186097827847,133,183,0.0
2.925340509334203,101.64186097827847,133,183,0.0
2.925340509334203,101.64186097827847,135,182,0.0
2.925340509334203,101.64186097827847,133,178,0.0
2.925340509334203,101.64186097827847,133,178,0.0
2.925340509334203,101.64186097827847,135,175,0.0
2.925340509334203,101.64186097827847,135,173,0.0
2.925340509334203,101.64186097827847,133,169,0.0
2.925340509334203,101.64186097827847,133,169,0.0
2.925340509334203,101.64186097827847,131,167,0.0
2.925340509334203,101.64186097827847,133,163,0.0
2.925340509334203,101.64186097827847,132,161,0.0
2.925340509334203,101.64186097827847,133,158,0.0
2.925340509334203,101.64186097827847,133,158,0.0
2.925340509334203,101.64186097827847,136,156,0.0
2.925340509334203,101.64186097827847,133,154,0.0
2.925340509334203,101.64186097827847,132,150,0.0
2.925340509334203,101.64186097827847,134,148,0.0
2.925340509334203,101.64186097827847,134,148,0.0
2.925340509334203,101.64186097827847,134,147,0.0
2.925340509334203,101.64186097827847,131,147,0.0
2.925340509334203,101.64186097827847,133,143,0.0
2.925340509334203,101.64186097827847,133,143,0.0
2.925340509334203,101.64186097827847,132,144,0.0
2.925340509334203,101.64186097827847,134,141,0.0
2.925340509334203,101.64186097827847,131,141,0.0
2.925340509334203,101.64186097827847,134,140,0.0
2.925340509334203,101.64186097827847,134,140,0.0
2.925340509334203,101.64186097827847,133,137,0.0
2.925340509334203,101.64186097827847,133,138,0.0
2.925340509334203,101.64186097827847,133,139,0.0
2.925340509334203,101.64186097827847,133,139,0.0
2.925340509334203,101.64186097827847,133,132,0.0
2.925340509334203,101.64186097827847,133,132,0.0
2.925340509334203,101.64186097827847,133,132,0.0
2.925340509334203,101.64186097827847,134,133,0.0
2.925340509334203,101.64186097827847,133,135,0.0
2.925340509334203,101.64186097827847,133,132,0.0
2.925340509334203,101.64186097827847,138,130,0.0
2.925340509334203,101.64186097827847,138,130,0.0
2.925340509334203,101.64186097827847,132,128,0.0
2.925340509334203,101.64186097827847,133,128,0.0
2.925340509334203,101.64186097827847,135,127,0.0
2.925340509334203,101.64186097827847,133,128,0.0
2.925340509334203,101.64186097827847,135,125,0.0
2.925340509334203,101.64186097827847,135,125,0.0
2.925340509334203,101.64186097827847,135,125,0.0
2.925340509334203,101.64186097827847,134,125,0.0
2.925340509334203,101.64186097827847,134,125,0.0
2.925340509334203,101.64186097827847,134,121,0.0
2.925340509334203,101.64186097827847,135,123,0.0
2.925340509334203,101.64186097827847,135,120,0.0
2.925340509334203,101.64186097827847,135,120,0.0
2.925340509334203,101.64186097827847,134,120,0.0
2.925340509334203,101.64186097827847,134,121,0.0
2.925340509334203,101.64186097827847,134,121,0.0
2.925340509334203,101.64186097827847,132,120,0.0
2.925340509334203,101.64186097827847,135,120,0.0
2.925340509334203,101.64186097827847,135,117,0.0
2.925340509334203,101.64186097827847,135,120,0.0
2.925340509334203,101.64186097827847,135,118,0.0
2.925340509334203,101.64186097827847,134,116,0.0
2.925340509334203,101.64186097827847,134,116,0.0
2.925340509334203,101.64186097827847,132,116,0.0
2.925340509334203,101.64186097827847,134,116,0.0
2.925340509334203,101.64186097827847,134,115,0.0
2.925340509334203,101.64186097827847,133,113,0.0
2.925340509334203,101.64186097827847,135,114,0.0
2.925340509334203,101.64186097827847,135,114,0.0
2.925340509334203,101.64186097827847,134,113,0.0
2.925340509334203,101.64186097827847,134,113,0.0
2.925340509334203,101.64186097827847,134,113,0.0
2.925340509334203,101.64186097827847,133,111,0.0
2.925340509334203,101.64186097827847,133,112,0.0
2.925340509334203,101.64186097827847,134,112,0.0
2.925340509334203,101.64186097827847,134,112,0.0
2.925340509334203,101.64186097827847,133,109,0.0
2.925340509334203,101.64186097827847,133,111,0.0
2.925340509334203,101.64186097827847,134,111,0.0
2.925340509334203,101.64186097827847,134,110,0.0
2.925340509334203,101.64186097827847,133,108,0.0
2.925340509334203,101.64186097827847,132,110,0.0
2.925340509334203,101.64186097827847,134,111,0.0
2.925340509334203,101.64186097827847,134,111,0.0
2.925340509334203,101.64186097827847,134,108,0.0
2.925340509334203,101.64186097827847,135,108,0.0
2.925340509334203,101.64186097827847,136,109,0.0
2.925340509334203,101.64186097827847,133,108,0.0
2.925340509334203,101.64186097827847,133,108,0.0
2.925340509334203,101.64186097827847,135,108,0.0
2.925340509334203,101.64186097827847,136,107,0.0
2.925340509334203,101.64186097827847,134,106,0.0
2.925340509334203,101.64186097827847,135,106,0.0
2.925340509334203,101.64186097827847,134,105,0.0
2.925340509334203,101.64186097827847,132,105,0.0
2.925340509334203,101.64186097827847,134,104,0.0
2.925340509334203,101.64186097827847,134,105,0.0
2.925340509334203,101.64186097827847,134,104,0.0
2.925340509334203,101.64186097827847,134,101,0.0
2.925340509334203,101.64186097827847,134,104,0.0
2.925340509334203,101.64186097827847,134,104,0.0
2.925340509334203,101.64186097827847,135,103,0.0
2.925340509334203,101.64186097827847,134,103,0.0
2.925340509334203,101.64186097827847,134,100,0.0
2.925340509334203,101.64186097827847,135,100,0.0
2.925340509334203,101.64186097827847,135,99,0.0
2.925340509334203,101.64186097827847,134,101,0.0
2.925340509334203,101.64186097827847,134,99,0.0
2.925340509334203,101.64186097827847,135,96,0.0
2.925340509334203,101.64186097827847,135,96,0.0
2.925340509334203,101.64186097827847,134,98,0.0
2.925340509334203,101.64186097827847,134,99,0.0
2.925340509334203,101.64186097827847,134,99,0.0
2.925340509334203,101.64186097827847,136,94,0.0
2.925340509334203,101.64186097827847,132,97,0.0
2.925340509334203,101.64186097827847,134,97,0.0
2.925340509334203,101.64186097827847,136,97,0.0
2.925340509334203,101.64186097827847,136,97,0.0
2.925340509334203,101.64186097827847,133,97,0.0
2.925340509334203,101.64186097827847,134,97,0.0
2.925340509334203,101.64186097827847,135,97,0.0
2.925340509334203,101.64186097827847,136,95,0.0
2.925340509334203,101.64186097827847,134,94,0.0
2.925340509334203,101.64186097827847,133,95,0.0
2.925340509334203,101.64186097827847,134,94,0.0
2.925340509334203,101.64186097827847,134,92,0.0
2.925340509334203,101.64186097827847,134,96,0.0
2.925340509334203,101.64186097827847,134,94,0.0
2.925340509334203,101.64186097827847,135,97,0.0
2.925340509334203,101.64186097827847,133,95,0.0
2.925340509334203,101.64186097827847,134,96,0.0
2.925340509334203,101.64186097827847,134,96,0.0
2.925340509334203,101.64186097827847,132,94,0.0
2.925340509334203,101.64186097827847,135,95,0.0
2.925340509334203,101.64186097827847,135,95,0.0
2.925340509334203,101.64186097827847,137,95,0.0
2.925340509334203,101.64186097827847,137,95,0.0
2.925340509334203,101.64186097827847,133,93,0.0
2.925340509334203,101.64186097827847,135,93,0.0
2.925340509334203,101.64186097827847,135,93,0.0
2.925340509334203,101.64186097827847,134,93,0.0
2.925340509334203,101.64186097827847,134,93,0.0
2.925340509334203,101.64186097827847,135,91,0.0
2.925340509334203,101.64186097827847,135,94,0.0
2.925340509334203,101.64186097827847,135,91,0.0
2.925340509334203,101.64186097827847,135,91,0.0
2.925340509334203,101.64186097827847,133,93,0.0
2.925340509334203,101.64186097827847,133,93,0.0
2.925340509334203,101.64186097827847,135,93,0.0
2.925340509334203,101.64186097827847,135,93,0.0
2.925340509334203,101.64186097827847,134,91,0.0
2.925340509334203,101.64186097827847,135,92,0.0
2.925340509334203,101.64186097827847,134,91,0.0
2.925340509334203,101.64186097827847,136,91,0.0
2.925340509334203,101.64186097827847,134,92,0.0
2.925340509334203,101.64186097827847,136,90,0.0
2.925340509334203,101.64186097827847,135,92,0.0
2.925340509334203,101.64186097827847,132,91,0.0
2.925340509334203,101.64186097827847,136,92,0.0
2.925340509334203,101.64186097827847,135,91,0.0
2.925340509334203,101.64186097827847,135,89,0.0
2.925340509334203,101.64186097827847,135,88,0.0
2.925340509334203,101.64186097827847,134,90,0.0
2.925340509334203,101.64186097827847,132,90,0.0
2.925340509334203,101.64186097827847,134,89,0.0
2.925340509334203,101.64186097827847,133,90,0.0
2.925340509334203,101.64186097827847,136,89,0.0
2.925340509334203,101.64186097827847,136,88,0.0
2.925340509334203,101.64186097827847,136,88,0.0
2.925340509334203,101.64186097827847,135,89,0.0
2.925340509334203,101.64186097827847,134,88,0.0
2.925340509334203,101.64186097827847,134,88,0.0
2.925340509334203,101.64186097827847,134,89,0.0
2.925340509334203,101.64186097827847,136,87,0.0
2.925340509334203,101.64186097827847,136,86,0.0
2.925340509334203,101.64186097827847,135,87,0.0
2.925340509334203,101.64186097827847,135,87,0.0
2.925340509334203,101.64186097827847,135,89,0.0
2.925340509334203,101.64186097827847,135,88,0.0
2.925340509334203,101.64186097827847,136,85,0.0
2.925340509334203,101.64186097827847,135,87,0.0
2.925340509334203,101.64186097827847,134,86,0.0
2.925340509334203,101.64186097827847,137,87,0.0
2.925340509334203,101.64186097827847,135,88,0.0
2.925340509334203,101.64186097827847,137,86,0.0
2.925340509334203,101.64186097827847,137,87,0.0
2.925340509334203,101.64186097827847,136,85,0.0
2.925340509334203,101.64186097827847,134,85,0.0
2.925340509334203,101.64186097827847,136,87,0.0
2.925340509334203,101.64186097827847,137,85,0.0
2.925340509334203,101.64186097827847,137,85,0.0
